age,annual_income,num_bank_accounts,num_credit_cards,interest_rate,num_loans,delay_from_due_date_days,num_delayed_payments,credit_card_utilization,credit_history_age_months,outstanding_debt,debt_to_income_ratio,credit_score_class
27,135490.64,7,5,19.78,1,2,2,0.4741,149,3241.39,2.39,2
43,74856.3,9,8,15.17,2,3,1,0.5881,355,15608.29,20.85,2
36,96957.09,6,10,9.41,2,0,3,0.6914,333,9163.87,9.45,2
56,100226.52,8,4,21.56,1,23,4,0.2,307,32804.24,32.73,1
20,94879.12,6,5,27.58,2,1,6,0.7818,143,655.02,0.69,1
62,109855.56,2,4,13.46,2,5,2,0.3612,302,13813.89,12.57,2
30,47053.52,1,6,11.56,1,4,2,0.5029,184,27415.09,58.26,0
67,84169.11,5,3,20.66,6,7,3,0.5971,283,6758.46,8.03,1
45,29070.35,9,8,9.66,2,1,2,0.4893,149,28582.47,98.32,0
37,66909.03,8,6,25.0,2,7,1,0.5648,344,30118.43,45.01,1
45,80835.05,4,10,23.16,6,2,1,0.1504,195,24838.5,30.73,2
25,103050.28,5,5,7.61,3,2,2,0.4389,336,7475.61,7.25,2
58,143321.69,5,2,6.1,5,5,3,0.3024,275,9666.95,6.74,2
56,96087.89,6,10,23.61,3,7,6,0.1274,192,6009.33,6.25,1
18,115385.18,3,10,13.83,7,5,1,0.2225,159,6605.42,5.72,2
20,83345.92,5,7,7.59,0,11,1,0.5922,177,1469.93,1.76,2
30,100604.04,2,2,27.78,3,1,2,0.227,252,30034.56,29.85,1
45,24575.85,1,1,14.42,3,11,3,0.213,16,18591.88,75.65,0
66,49342.86,1,7,18.79,0,0,1,0.5475,52,11606.02,23.52,1
42,63850.17,7,5,12.1,2,5,3,0.8642,271,10277.28,16.1,1
50,78786.6,2,1,23.82,2,3,7,0.7598,322,19155.43,24.31,1
55,21162.58,4,4,14.04,3,3,0,0.8646,116,11568.63,54.67,0
23,33903.25,5,4,34.04,0,1,1,0.5747,306,30257.39,89.25,0
61,52369.93,7,10,26.09,2,3,4,0.4189,308,7541.32,14.4,1
62,146156.91,2,7,9.1,4,0,3,0.7067,284,30904.1,21.14,2
49,59731.85,6,9,17.5,1,2,4,0.2852,297,23310.42,39.03,2
62,80075.54,1,2,16.56,1,0,1,0.1202,257,33490.7,41.82,2
64,41473.19,7,1,21.03,5,4,3,0.3602,81,725.73,1.75,0
38,97455.31,9,2,30.26,1,0,4,0.3193,180,2256.53,2.32,2
33,52892.23,5,7,22.5,3,0,4,0.658,114,17631.13,33.33,0
38,42944.0,5,10,6.85,1,0,3,0.5462,345,31950.78,74.4,2
28,84737.3,4,6,24.66,1,2,3,0.1744,341,25631.66,30.25,2
54,15743.28,3,4,5.25,4,9,3,0.8677,19,21850.33,138.79,0
53,16034.64,9,1,28.4,2,11,2,0.584,186,1299.76,8.11,1
52,44574.29,5,1,25.0,4,0,2,0.4619,327,12524.9,28.1,1
36,19957.38,8,5,14.26,3,5,4,0.8935,277,12235.68,61.31,0
37,29583.48,9,1,13.77,1,5,3,0.1376,48,19064.58,64.44,0
35,60746.19,5,7,28.95,6,3,2,0.7606,107,9172.41,15.1,0
64,123349.07,9,11,28.5,2,5,2,0.3782,118,9497.02,7.7,2
58,92226.57,2,1,15.57,5,1,4,0.6759,198,21805.96,23.64,1
66,84210.14,9,1,13.97,5,3,1,0.8877,14,33070.95,39.27,0
31,54620.99,4,2,21.79,7,2,6,0.5159,154,23174.23,42.43,0
32,140786.75,6,11,5.25,7,0,3,0.0704,343,23450.93,16.66,2
48,68597.03,6,10,7.48,1,4,2,0.076,229,34520.28,50.32,1
18,26757.52,6,3,8.79,1,3,3,0.3475,115,5541.04,20.71,2
20,98303.98,2,11,10.56,5,1,5,0.7535,359,1377.45,1.4,2
33,30368.18,7,1,20.36,5,3,3,0.3094,89,26143.89,86.09,0
40,61605.12,6,9,34.77,6,7,2,0.351,48,15469.8,25.11,0
28,83500.61,1,10,24.58,3,8,0,0.756,71,15123.05,18.11,1
29,133020.04,2,8,6.84,1,5,4,0.1546,114,8040.56,6.04,2
27,81628.79,7,5,20.77,5,3,4,0.8121,107,17838.83,21.85,0
49,109804.93,1,11,19.9,6,4,3,0.2892,140,15587.6,14.2,2
33,149030.27,1,2,9.33,0,2,6,0.0961,91,12221.66,8.2,2
25,32751.03,1,5,32.61,5,0,3,0.1556,89,15607.53,47.66,0
55,52088.76,8,6,18.22,2,2,1,0.9073,232,13557.45,26.03,1
29,68267.77,4,1,34.84,2,3,1,0.4562,265,32908.39,48.2,1
41,71946.8,4,11,17.6,0,4,4,0.2808,25,34312.76,47.69,0
45,70487.85,2,4,23.24,7,13,3,0.5191,40,29428.55,41.75,0
25,137527.49,1,9,8.14,3,7,1,0.6641,358,34666.41,25.21,2
45,111394.41,9,2,18.63,7,0,1,0.3369,248,9447.04,8.48,2
53,97067.2,7,5,12.16,1,0,1,0.7027,275,29533.79,30.43,2
43,56765.32,4,1,30.07,7,0,2,0.277,228,14350.69,25.28,1
25,126211.7,6,4,28.52,1,6,3,0.1511,309,26165.55,20.73,2
67,143933.17,2,4,29.73,5,6,1,0.5447,163,7208.46,5.01,2
45,125861.77,7,6,26.71,2,21,2,0.186,290,28456.07,22.61,1
45,15211.29,2,10,29.98,3,3,2,0.8964,41,3104.56,20.41,0
54,100914.18,8,9,11.02,3,8,4,0.0504,303,9615.41,9.53,2
58,21903.28,8,3,18.56,3,4,2,0.7301,34,28803.95,131.51,0
53,49776.97,1,9,25.76,5,10,3,0.3015,260,26201.14,52.64,1
44,23035.83,8,6,24.12,1,6,3,0.8115,147,17643.39,76.59,0
34,96512.39,2,7,26.49,3,5,2,0.1041,139,23613.19,24.47,1
26,107689.64,6,10,11.73,5,4,3,0.9077,149,6657.98,6.18,1
50,30455.83,1,2,7.95,5,6,2,0.1413,302,23438.17,76.96,1
37,66818.25,5,11,32.5,0,2,2,0.7591,346,477.57,0.71,2
30,76591.93,7,10,21.81,4,0,1,0.5156,250,29195.91,38.12,1
45,64822.16,1,6,9.61,7,0,5,0.4374,259,18166.81,28.03,1
65,31338.38,2,6,28.8,3,3,8,0.3021,10,33046.97,105.45,0
46,71557.95,7,2,32.45,4,4,4,0.8072,271,16840.12,23.53,0
30,116409.04,6,2,10.09,1,0,1,0.2298,244,15271.44,13.12,2
63,24586.03,3,2,29.52,5,1,5,0.6991,255,15861.84,64.52,0
52,25824.3,2,10,33.0,6,1,4,0.4512,296,12718.56,49.25,1
23,62894.12,4,1,33.15,7,4,1,0.9486,36,6000.29,9.54,0
35,142132.97,3,5,32.42,7,1,5,0.6003,125,29503.78,20.76,1
68,105257.31,7,8,21.39,3,0,1,0.1438,84,13740.17,13.05,2
22,106620.44,8,2,15.69,6,0,3,0.4276,14,18612.97,17.46,1
64,63859.2,2,5,5.22,2,0,3,0.1097,49,892.06,1.4,2
42,95144.21,7,8,6.83,1,9,5,0.3071,227,2296.83,2.41,2
19,16367.71,8,10,17.87,0,1,2,0.359,149,20981.98,128.19,0
27,100872.97,6,5,16.98,0,6,1,0.8179,125,30797.14,30.53,1
47,138293.74,6,2,10.54,4,4,1,0.8042,58,17370.17,12.56,1
67,97697.42,1,3,16.86,5,18,0,0.0604,70,5941.12,6.08,1
62,132949.31,4,6,10.24,4,1,5,0.5291,181,4241.23,3.19,2
22,112736.36,1,11,30.46,2,0,5,0.2512,75,31512.62,27.95,1
50,31275.39,4,11,13.95,2,0,2,0.3381,307,24617.0,78.71,1
18,136831.2,2,5,22.96,7,1,3,0.0695,126,33823.61,24.72,2
35,23969.92,5,11,20.09,0,5,3,0.7248,208,3065.73,12.79,0
49,87085.61,9,4,6.56,6,0,1,0.9055,294,31610.93,36.3,1
64,34188.51,3,4,33.27,3,1,2,0.2473,185,29628.0,86.66,0
66,16580.39,8,5,20.82,0,9,3,0.3576,86,31282.84,188.67,0
28,71974.63,3,2,14.75,0,4,7,0.2358,60,400.55,0.56,2
38,54830.5,6,9,9.74,6,0,4,0.887,184,26018.24,47.45,0
43,80610.07,4,2,15.16,7,0,2,0.0584,103,19303.05,23.95,1
42,92921.98,8,10,5.62,7,0,2,0.5755,115,20146.64,21.68,1
39,20904.77,6,2,15.91,6,14,1,0.8337,158,16528.23,79.06,0
44,31605.44,8,10,20.94,2,9,2,0.2177,130,26045.16,82.41,0
66,90416.72,1,9,31.16,6,9,4,0.581,96,34994.41,38.7,0
30,61327.59,6,3,25.62,4,12,1,0.0956,299,24926.73,40.65,1
50,113438.42,1,10,8.35,2,3,7,0.7831,42,23796.15,20.98,0
51,103059.37,1,7,9.43,6,1,1,0.297,10,22974.43,22.29,1
58,129156.59,8,4,17.84,5,2,4,0.9399,343,24393.37,18.89,2
52,108486.53,7,6,10.87,2,6,2,0.8798,155,12105.51,11.16,1
18,73040.7,3,4,5.84,2,10,1,0.7093,321,11343.65,15.53,1
38,105850.49,6,10,29.15,0,2,7,0.4972,177,27494.96,25.98,1
65,52176.46,9,7,5.59,3,3,5,0.7399,267,2047.46,3.92,2
23,56352.32,7,1,29.92,0,13,4,0.1675,32,26621.82,47.24,0
45,121513.0,3,3,9.32,1,0,4,0.3292,60,28521.69,23.47,2
34,75266.63,6,3,34.24,2,9,3,0.0742,325,18351.61,24.38,1
22,122781.35,4,1,23.12,6,0,5,0.6305,254,31873.15,25.96,2
48,126027.02,3,6,27.05,6,3,2,0.775,278,16663.44,13.22,1
22,130770.92,9,11,8.31,6,1,3,0.9017,264,6397.42,4.89,2
55,138745.76,2,9,30.86,2,4,5,0.6679,271,12776.67,9.21,1
20,73183.0,1,8,30.18,6,4,5,0.7089,196,31724.19,43.35,1
40,58047.02,2,11,24.59,1,2,3,0.8559,68,34782.09,59.92,0
54,93596.83,7,7,20.07,2,9,2,0.8927,350,14880.52,15.9,2
54,65108.28,1,10,26.64,6,5,0,0.4922,346,6006.26,9.23,2
27,96145.01,6,8,5.18,2,6,3,0.1488,109,10164.26,10.57,1
27,110254.09,7,6,22.77,5,0,2,0.4698,293,19454.71,17.65,2
36,107934.68,9,9,30.42,2,10,0,0.5505,264,20108.94,18.63,2
34,65564.64,8,3,15.71,1,0,1,0.6184,166,22126.07,33.75,1
38,37526.13,6,10,8.25,0,1,1,0.9404,176,29270.3,78.0,0
31,73121.46,3,10,17.63,2,0,2,0.8758,114,24950.25,34.12,0
26,34250.21,8,9,26.81,3,2,3,0.4067,145,9277.24,27.09,1
63,135163.1,7,4,8.22,1,10,1,0.1521,98,13947.53,10.32,2
18,61693.46,3,7,11.18,4,1,2,0.2433,108,29425.62,47.7,1
68,35852.07,9,9,9.43,5,2,5,0.2064,231,22241.72,62.04,1
62,18435.45,2,2,28.91,1,9,6,0.3704,358,5991.35,32.5,1
30,102186.02,3,2,6.89,0,4,5,0.8388,165,11528.75,11.28,1
21,100981.81,2,9,25.6,6,6,6,0.4442,200,27729.96,27.46,1
18,60981.56,1,3,15.99,6,1,1,0.5605,329,6188.88,10.15,2
66,24681.1,4,9,27.67,1,6,1,0.2113,150,24248.56,98.25,0
57,70299.9,5,5,33.93,4,1,7,0.4936,247,19811.07,28.18,1
49,57014.36,6,6,8.44,6,21,2,0.8363,137,5332.13,9.35,0
51,106411.29,5,2,14.43,5,4,2,0.7461,98,24172.99,22.72,1
45,96780.2,1,8,29.3,3,5,3,0.1231,278,5153.74,5.33,2
48,64220.15,3,11,12.98,4,0,4,0.8259,197,14065.56,21.9,1
25,44415.49,1,9,11.45,7,1,4,0.2964,27,10937.89,24.63,0
56,148384.86,5,2,29.76,7,0,2,0.6491,199,24212.35,16.32,2
43,76290.22,5,6,34.61,1,2,1,0.1817,175,27426.21,35.95,1
51,107917.02,6,6,21.71,4,1,3,0.6572,16,6057.42,5.61,0
20,33974.65,8,8,13.34,6,6,2,0.0821,186,28457.49,83.76,0
67,80554.61,1,10,16.96,6,0,4,0.5906,237,451.05,0.56,2
29,18717.46,4,5,10.1,1,6,5,0.6313,34,18646.04,99.62,0
18,83236.44,1,9,27.86,6,0,1,0.27,25,18184.25,21.85,1
61,145142.35,9,1,28.2,6,1,7,0.8933,10,21908.99,15.09,0
22,66867.91,7,9,31.25,3,7,3,0.0914,39,8541.58,12.77,0
47,20264.46,7,10,5.8,3,6,1,0.8525,145,543.02,2.68,0
47,19179.03,5,7,21.86,0,3,8,0.3937,33,16025.75,83.56,0
34,67378.21,7,4,11.43,3,0,2,0.6925,103,2684.94,3.98,1
65,36603.37,2,3,15.23,2,4,3,0.6364,267,31248.35,85.37,1
64,18152.53,4,10,28.55,4,2,3,0.2014,251,6243.59,34.4,1
40,117088.84,7,11,10.76,4,1,6,0.3371,24,14998.11,12.81,1
32,76900.61,3,6,24.15,1,5,2,0.5267,17,15303.21,19.9,0
54,54048.04,2,1,24.64,3,2,4,0.8119,30,19439.69,35.97,0
38,136511.23,2,3,33.62,0,0,1,0.9094,18,27432.13,20.1,0
31,30678.76,1,2,28.25,6,12,4,0.0685,81,16630.76,54.21,0
19,144049.04,5,11,29.11,0,7,2,0.3673,264,1096.21,0.76,2
28,57385.51,6,9,20.95,0,0,3,0.6513,29,27034.64,47.11,0
68,134934.5,6,3,10.6,5,3,7,0.525,13,3059.63,2.27,1
56,96397.29,9,2,17.77,6,0,4,0.8987,233,22526.05,23.37,1
55,126605.49,4,4,21.48,2,9,4,0.0653,128,28159.35,22.24,2
51,147841.78,1,2,25.35,3,4,5,0.444,95,10037.62,6.79,1
55,53934.73,6,1,23.23,6,0,0,0.6519,306,15828.91,29.35,2
67,144753.29,5,6,16.82,0,0,3,0.2458,229,698.89,0.48,2
51,67580.06,6,10,12.96,6,0,1,0.7033,229,28174.86,41.69,1
35,67044.11,3,8,10.05,2,3,5,0.1231,262,24673.49,36.8,1
47,60952.26,2,10,25.82,4,6,1,0.4559,8,8252.28,13.54,0
32,88090.03,6,10,24.36,1,0,4,0.6586,326,13779.87,15.64,2
44,35809.58,1,2,25.62,3,1,4,0.2901,276,24397.01,68.13,0
68,89751.05,7,9,16.18,3,1,1,0.1165,311,12664.08,14.11,2
51,88130.15,7,3,12.87,5,1,7,0.9113,153,5852.03,6.64,0
69,117856.74,7,8,27.79,4,2,4,0.8724,194,18243.99,15.48,1
55,127542.74,1,8,28.21,3,4,1,0.8837,192,25380.15,19.9,0
50,74459.58,4,3,18.67,5,5,1,0.9307,193,11364.17,15.26,1
41,55814.99,7,3,23.36,5,16,1,0.2162,129,4437.68,7.95,1
32,50010.21,9,6,16.21,5,13,5,0.192,42,29068.14,58.12,0
47,41274.22,5,1,26.06,7,4,3,0.0808,154,8997.5,21.8,1
59,22782.42,2,4,30.07,3,6,1,0.8526,111,18045.96,79.21,0
68,61230.48,7,1,25.65,3,15,4,0.7275,108,24258.74,39.62,0
34,51483.44,1,3,20.38,3,0,7,0.6199,237,11234.22,21.82,1
22,145466.35,7,9,18.76,2,0,1,0.8849,151,22772.55,15.65,1
46,90290.69,6,5,24.27,5,0,3,0.5676,22,16197.89,17.94,0
21,61882.4,7,5,25.39,2,4,2,0.1668,164,20051.2,32.4,1
27,93363.13,3,11,21.76,1,7,1,0.2092,309,20752.05,22.23,1
34,33791.55,3,4,23.75,3,2,3,0.169,287,28880.44,85.47,0
27,74945.91,7,3,7.9,7,3,2,0.3269,283,23040.15,30.74,2
34,99541.63,2,5,33.55,6,3,4,0.3915,130,9397.87,9.44,1
37,81001.21,1,11,28.72,4,0,1,0.7672,178,2274.23,2.81,1
41,69240.14,9,4,16.22,7,1,3,0.2221,325,269.1,0.39,2
22,149169.53,9,8,21.88,0,0,1,0.7028,168,31673.72,21.23,1
51,133842.49,7,4,6.42,1,0,1,0.4921,208,32985.43,24.64,2
23,99159.8,7,11,6.24,6,8,3,0.9497,343,3475.08,3.5,2
19,91865.94,3,8,12.52,0,8,2,0.7489,160,17149.47,18.67,1
30,98789.16,2,6,25.69,0,8,7,0.9221,329,5475.51,5.54,1
60,42177.13,7,11,30.56,3,6,6,0.3581,266,33216.47,78.75,0
60,68343.6,9,5,21.78,4,7,1,0.1607,191,8789.77,12.86,2
65,20327.04,1,4,20.96,0,5,2,0.5053,62,17657.32,86.87,0
28,79198.72,4,4,17.07,5,5,2,0.1618,222,5963.58,7.53,2
68,88308.32,6,4,9.85,6,5,2,0.4932,213,11780.09,13.34,2
64,45746.21,7,11,8.55,7,3,1,0.2929,207,9484.86,20.73,1
40,145143.89,7,9,27.82,7,2,2,0.4919,79,16744.83,11.54,1
33,137776.37,2,4,32.83,0,6,2,0.9047,90,14808.41,10.75,1
48,112489.34,4,9,18.75,1,1,2,0.3101,125,11711.76,10.41,2
28,87007.19,5,10,24.78,4,3,2,0.9441,19,3884.54,4.46,0
33,132445.84,1,6,32.43,4,2,2,0.2564,333,17060.15,12.88,2
25,32638.07,1,10,7.7,7,1,0,0.2373,134,29787.24,91.27,1
21,121718.82,3,7,28.11,0,18,1,0.5403,287,25611.77,21.04,2
57,31850.81,3,10,23.5,4,1,4,0.8078,54,25276.01,79.36,0
21,122218.44,8,3,22.96,1,1,3,0.7246,247,12939.99,10.59,2
42,52228.62,9,8,13.78,7,0,3,0.7012,327,24852.98,47.58,2
20,133407.23,1,3,25.52,6,8,5,0.3044,58,16400.5,12.29,1
49,142445.68,2,1,28.84,1,4,4,0.0703,270,5429.61,3.81,2
20,35087.46,2,10,8.39,1,4,0,0.1956,74,14782.93,42.13,1
44,77461.21,4,5,21.01,5,8,3,0.3645,45,4819.3,6.22,0
46,147433.3,2,2,8.04,3,2,2,0.9245,189,4184.0,2.84,2
49,80260.0,7,10,31.18,0,1,3,0.8778,138,1002.46,1.25,0
67,131578.92,9,6,20.23,6,1,6,0.2306,61,10043.33,7.63,2
68,94478.76,7,10,29.24,7,6,2,0.7031,260,11714.44,12.4,1
36,65669.54,6,9,16.04,4,4,4,0.5711,10,24540.64,37.37,0
38,53580.78,1,1,8.75,1,1,5,0.0949,74,18922.57,35.32,1
22,42435.12,9,4,6.24,7,0,6,0.3845,57,30074.05,70.87,0
35,117842.76,5,1,13.45,0,0,2,0.4875,334,6341.18,5.38,2
45,67182.97,5,1,12.33,6,4,3,0.6508,103,9455.29,14.07,0
59,84022.19,6,8,21.81,6,0,1,0.3154,166,32949.45,39.22,1
39,81463.94,9,11,5.65,0,0,5,0.8904,276,15652.77,19.21,1
38,92932.67,8,2,20.62,3,2,6,0.4567,70,27658.97,29.76,1
23,131852.91,8,1,16.75,5,5,4,0.2737,332,17327.43,13.14,2
18,147399.81,8,11,22.31,4,5,3,0.3348,248,16593.78,11.26,2
22,70023.87,1,8,26.07,5,2,4,0.7267,267,5354.45,7.65,1
58,126715.05,1,4,24.02,6,5,8,0.6263,217,29821.75,23.53,0
29,118211.25,8,3,34.54,4,3,2,0.718,159,2926.76,2.48,1
43,92426.41,5,4,9.15,6,18,5,0.3131,239,10997.09,11.9,2
63,144066.36,9,11,17.89,1,0,2,0.3442,145,23636.69,16.41,2
51,42064.06,2,5,17.74,1,4,4,0.407,338,17852.56,42.44,1
66,29750.67,9,1,17.51,0,3,4,0.2197,120,30871.97,103.77,0
31,130284.87,8,11,24.91,4,1,2,0.6719,338,1567.57,1.2,2
43,74285.23,9,1,19.69,4,6,3,0.3464,135,22799.38,30.69,0
62,129340.8,4,3,20.52,6,1,5,0.3436,183,16815.8,13.0,2
44,135567.18,1,6,17.97,5,2,2,0.2924,100,5570.05,4.11,2
26,23431.78,1,1,34.75,1,2,3,0.4575,322,26065.17,111.24,0
43,134267.74,5,11,32.83,2,1,1,0.7448,106,14513.48,10.81,1
64,75523.07,2,2,14.23,0,2,5,0.802,201,18699.05,24.76,1
39,83908.39,8,7,8.35,7,3,1,0.7741,295,33860.86,40.35,2
64,99589.99,5,1,30.19,4,6,3,0.6091,213,17120.81,17.19,1
47,140061.65,5,7,34.92,3,7,2,0.3024,100,28853.38,20.6,2
60,17580.67,2,4,13.78,3,0,5,0.7114,108,26981.3,153.47,0
65,79373.87,7,10,15.73,2,4,6,0.0854,13,23263.86,29.31,0
34,107842.48,8,6,33.25,1,11,1,0.7683,141,31409.06,29.12,0
43,112565.44,1,8,26.33,1,0,6,0.7522,103,8955.74,7.96,1
53,108491.88,2,9,13.87,1,3,2,0.653,266,28762.84,26.51,2
18,33148.74,4,6,22.43,5,6,4,0.1381,152,13347.0,40.26,0
25,55418.4,5,11,33.33,6,4,2,0.9476,190,28474.68,51.38,0
66,63426.6,2,9,29.35,3,0,4,0.7308,237,17383.85,27.41,0
52,123599.02,1,4,27.25,1,2,2,0.7113,106,30048.28,24.31,1
69,52632.58,9,6,27.11,3,3,2,0.1076,152,31340.56,59.55,0
32,43445.17,1,8,10.34,2,27,3,0.4088,210,20998.01,48.33,0
64,144255.48,4,9,29.74,0,0,3,0.1276,51,17865.42,12.38,1
39,16196.54,2,3,13.28,6,20,4,0.3749,109,27458.15,169.53,0
31,149705.82,4,2,32.91,5,2,1,0.5634,341,9491.12,6.34,2
43,106370.88,8,6,15.94,4,1,1,0.841,227,734.13,0.69,2
45,126843.36,8,4,30.73,2,2,2,0.3046,123,14366.89,11.33,2
40,54773.62,9,1,12.99,6,4,1,0.6111,10,17870.54,32.63,0
31,16932.56,5,8,20.44,3,1,3,0.1982,216,10544.74,62.27,0
41,114612.39,7,9,8.21,2,1,2,0.3686,60,13540.99,11.81,1
19,127609.52,3,9,24.8,4,9,2,0.9025,24,4830.43,3.79,0
62,114964.28,4,2,30.08,6,34,2,0.7229,93,9849.69,8.57,0
43,34284.79,9,9,26.55,5,1,0,0.5412,252,8555.32,24.95,1
31,116712.77,1,7,20.7,7,0,4,0.2765,122,10674.34,9.15,2
68,118804.58,2,5,6.35,0,7,5,0.3917,175,10607.08,8.93,2
24,103902.97,5,7,33.0,4,4,5,0.191,155,19652.1,18.91,1
20,118425.65,3,9,26.16,6,0,5,0.3681,300,8920.77,7.53,2
64,129199.39,2,8,27.38,5,14,3,0.1856,213,32945.45,25.5,1
40,97836.56,1,6,28.84,3,0,2,0.7658,288,17992.36,18.39,1
63,26961.64,3,4,27.43,4,4,3,0.1227,337,4688.02,17.39,1
60,80829.75,1,1,18.23,7,2,3,0.2205,179,9930.3,12.29,2
64,25482.66,1,6,27.01,2,4,5,0.6721,132,25595.56,100.44,0
62,70018.31,1,3,23.75,1,1,1,0.8623,161,675.33,0.96,1
35,69959.38,8,6,30.62,2,5,1,0.9181,185,32836.07,46.94,0
55,23911.33,3,6,29.07,3,16,3,0.8024,92,15692.16,65.63,0
52,62090.77,1,4,6.24,6,3,0,0.2403,329,18333.55,29.53,2
68,29984.74,7,2,16.37,7,3,2,0.3071,272,34596.75,115.38,0
32,124111.75,3,9,6.04,0,1,2,0.8337,87,17718.43,14.28,1
42,142937.88,8,2,8.06,4,11,1,0.8504,69,33181.49,23.21,1
54,24762.72,4,3,23.04,6,17,5,0.6266,124,32050.04,129.43,0
45,143940.55,4,10,31.21,0,7,1,0.3323,346,32957.78,22.9,2
27,85547.84,5,1,8.59,3,3,4,0.2517,318,28470.58,33.28,2
56,55441.37,6,7,18.53,4,15,1,0.8171,168,10514.65,18.97,0
34,25376.38,7,1,32.33,5,0,5,0.2347,298,12254.11,48.29,1
56,82584.28,4,11,29.43,5,3,3,0.6456,183,12901.45,15.62,1
39,122259.6,8,9,20.59,6,3,3,0.9212,35,34275.49,28.04,0
43,110456.67,6,11,28.15,2,3,1,0.6848,166,12754.29,11.55,2
61,21780.51,1,11,20.68,6,8,4,0.2819,8,3982.39,18.28,0
42,24841.75,1,1,9.74,2,5,4,0.3043,29,27285.85,109.84,0
34,69387.89,9,5,8.74,7,0,5,0.1336,64,12939.0,18.65,1
30,54864.22,6,7,10.65,3,2,0,0.6676,242,21808.57,39.75,1
37,46371.88,8,3,15.53,5,2,4,0.5166,245,32367.74,69.8,0
42,52935.61,7,9,32.92,7,4,1,0.2358,316,20227.59,38.21,1
21,123470.17,6,8,28.99,4,1,4,0.2549,326,22391.97,18.14,2
27,140445.79,4,3,17.98,5,0,4,0.0581,165,22571.62,16.07,2
20,69688.86,7,5,19.79,2,5,1,0.9306,65,21511.49,30.87,0
58,137324.99,9,7,12.97,6,9,3,0.7952,245,5759.97,4.19,1
62,58401.92,7,4,26.13,3,13,1,0.4048,327,16083.26,27.54,1
35,79318.99,1,5,29.08,5,17,2,0.9015,64,466.71,0.59,0
64,45513.91,9,3,12.17,7,7,3,0.6594,58,21994.02,48.32,0
53,101464.27,4,9,6.25,3,0,1,0.7263,69,20222.47,19.93,1
64,147162.45,3,10,23.72,7,9,2,0.662,126,11271.18,7.66,1
39,96471.57,4,9,21.88,5,2,1,0.7312,124,18431.56,19.11,1
51,63304.9,4,7,17.06,6,6,2,0.2038,291,17358.41,27.42,2
64,102455.36,2,10,24.32,0,3,5,0.5562,23,8931.85,8.72,0
25,31594.29,1,2,21.52,6,8,0,0.8144,10,10406.41,32.94,0
57,134968.98,1,7,12.52,5,2,3,0.0676,330,26736.43,19.81,2
66,82916.33,8,7,16.93,2,0,2,0.1611,165,26499.48,31.96,2
61,75662.22,2,11,17.84,6,4,2,0.2711,147,16548.42,21.87,1
36,94091.75,5,5,31.41,4,0,3,0.3153,23,25169.31,26.75,0
59,99345.82,4,9,33.83,2,16,2,0.2144,73,15887.88,15.99,0
58,24689.73,8,11,31.79,2,3,3,0.6119,119,29827.82,120.81,0
54,107153.32,2,3,26.58,2,4,0,0.3146,27,11781.67,11.0,1
23,47660.78,9,4,22.55,3,11,1,0.1923,25,32469.78,68.13,0
69,111383.61,7,1,25.68,1,4,7,0.8652,268,19071.47,17.12,1
43,126042.2,7,6,33.17,1,1,2,0.6755,103,18841.94,14.95,1
51,123534.4,1,4,12.5,0,1,3,0.2715,110,23544.2,19.06,2
62,89587.63,2,1,21.05,7,3,1,0.3749,291,12061.79,13.46,2
23,85222.94,4,2,25.69,7,10,1,0.7167,10,25406.67,29.81,0
54,34288.25,4,3,25.38,2,7,3,0.7618,134,11350.79,33.1,0
50,119671.73,3,9,12.57,1,16,5,0.2088,164,14034.35,11.73,1
39,51640.27,7,8,22.6,0,0,1,0.8929,256,23679.68,45.86,0
38,82053.88,8,7,28.88,3,1,0,0.7567,281,13370.03,16.29,1
23,53377.0,2,11,19.25,2,0,3,0.8211,88,7159.1,13.41,0
23,33066.83,4,4,28.8,4,6,6,0.1795,325,30542.17,92.36,0
65,99990.29,3,1,15.8,3,0,5,0.179,123,32291.01,32.29,1
21,22334.82,2,8,33.16,0,0,4,0.3248,34,22010.24,98.55,0
47,116067.11,6,4,21.02,3,4,3,0.1082,143,28428.05,24.49,1
28,57874.22,4,3,22.88,4,2,7,0.132,162,34535.5,59.67,0
47,15018.18,6,9,5.94,7,6,2,0.1789,36,21594.16,143.79,0
48,84002.43,2,10,10.11,3,3,4,0.6912,336,31825.98,37.89,2
41,21325.01,4,4,23.99,0,2,2,0.0772,291,12702.07,59.56,1
26,52282.89,6,4,17.6,7,2,4,0.1249,158,24576.44,47.01,1
20,110441.83,5,9,20.24,7,10,4,0.8998,341,2142.03,1.94,2
68,23463.1,3,11,6.89,7,2,3,0.1253,63,27656.21,117.87,0
48,128310.7,8,2,30.02,4,2,6,0.5337,318,29077.15,22.66,2
57,15515.69,7,5,28.54,4,2,2,0.6283,92,14160.91,91.27,0
54,48321.22,3,4,10.56,7,1,7,0.9127,128,22435.63,46.43,0
53,115022.05,6,9,24.03,3,9,0,0.8598,196,30070.97,26.14,1
41,57696.47,4,5,29.55,4,0,0,0.4466,358,30949.56,53.64,1
48,28755.47,5,9,24.23,6,11,4,0.8979,298,3907.3,13.59,0
23,63631.58,5,11,14.31,3,1,6,0.439,319,28996.57,45.57,1
19,51503.09,7,9,24.68,2,11,5,0.6529,33,9743.67,18.92,0
37,128766.11,5,2,11.31,4,7,1,0.2836,160,25510.28,19.81,2
